model,dataset,stratum,level_n_problems,N,T,mean_acc,std_acc,source,dataset_family
Llama-3.2-3B,gsm8kfull,L3,48,16,1.1,0.722,0.049,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,16,1.2,0.382,0.031,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,0.1,0.767,0.014,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,0.2,0.872,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,0.3,0.84,0.023,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,0.4,0.833,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,0.5,0.847,0.051,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,0.6,0.837,0.033,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,0.7,0.833,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,0.8,0.837,0.025,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,0.9,0.844,0.031,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,1.0,0.833,0.038,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,1.1,0.774,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,32,1.2,0.406,0.02,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,0.1,0.806,0.033,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,0.2,0.892,0.028,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,0.3,0.854,0.027,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,0.4,0.858,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,0.5,0.858,0.033,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,0.6,0.882,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,0.7,0.83,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,0.8,0.851,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,0.9,0.861,0.026,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,1.0,0.826,0.023,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,1.1,0.781,0.026,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,64,1.2,0.417,0.027,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,0.1,0.826,0.035,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,0.2,0.868,0.031,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,0.3,0.865,0.02,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,0.4,0.865,0.023,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,0.5,0.885,0.031,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,0.6,0.892,0.039,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,0.7,0.844,0.026,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,0.8,0.861,0.02,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,0.9,0.858,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,1.0,0.83,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,1.1,0.795,0.037,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,128,1.2,0.41,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,0.1,0.84,0.031,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,0.2,0.878,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,0.3,0.858,0.025,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,0.4,0.861,0.02,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,0.5,0.885,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,0.6,0.889,0.01,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,0.7,0.882,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,0.8,0.885,0.02,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,0.9,0.865,0.02,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,1.0,0.837,0.014,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,1.1,0.812,0.029,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L3,48,256,1.2,0.406,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,0.1,0.285,0.048,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,0.2,0.385,0.053,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,0.3,0.408,0.026,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,0.4,0.431,0.018,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,0.5,0.467,0.034,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,0.6,0.451,0.07,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,0.7,0.469,0.063,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,0.8,0.436,0.063,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,0.9,0.426,0.034,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,1.0,0.413,0.033,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,1.1,0.349,0.041,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,1,1.2,0.292,0.058,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,0.1,0.285,0.048,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,0.2,0.385,0.053,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,0.3,0.408,0.026,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,0.4,0.431,0.018,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,0.5,0.467,0.034,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,0.6,0.451,0.07,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,0.7,0.469,0.063,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,0.8,0.436,0.063,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,0.9,0.426,0.034,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,1.0,0.413,0.033,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,1.1,0.349,0.041,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,2,1.2,0.292,0.058,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,0.1,0.267,0.06,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,0.2,0.39,0.034,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,0.3,0.482,0.029,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,0.4,0.559,0.049,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,0.5,0.544,0.068,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,0.6,0.562,0.035,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,0.7,0.587,0.066,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,0.8,0.562,0.063,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,0.9,0.533,0.037,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,1.0,0.495,0.047,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,1.1,0.472,0.047,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,4,1.2,0.318,0.038,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,0.1,0.277,0.065,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,0.2,0.459,0.052,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,0.3,0.551,0.047,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,0.4,0.649,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,0.5,0.638,0.043,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,0.6,0.682,0.029,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,0.7,0.713,0.05,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,0.8,0.667,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,0.9,0.685,0.029,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,1.0,0.633,0.045,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,1.1,0.587,0.029,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,8,1.2,0.315,0.042,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,0.1,0.269,0.069,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,0.2,0.482,0.054,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,0.3,0.61,0.052,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,0.4,0.705,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,0.5,0.697,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,0.6,0.738,0.028,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,0.7,0.797,0.014,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,0.8,0.774,0.026,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,0.9,0.741,0.029,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,1.0,0.713,0.052,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,1.1,0.651,0.03,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,16,1.2,0.321,0.044,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,0.1,0.256,0.043,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,0.2,0.518,0.044,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,0.3,0.651,0.035,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,0.4,0.736,0.027,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,0.5,0.738,0.024,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,0.6,0.762,0.015,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,0.7,0.813,0.04,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,0.8,0.805,0.023,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,0.9,0.808,0.032,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,1.0,0.777,0.033,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,1.1,0.695,0.034,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,32,1.2,0.364,0.034,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,0.1,0.226,0.028,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,0.2,0.536,0.027,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,0.3,0.685,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,0.4,0.759,0.029,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,0.5,0.759,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,0.6,0.792,0.032,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,0.7,0.813,0.033,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,0.8,0.81,0.032,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,0.9,0.838,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,1.0,0.823,0.034,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,1.1,0.733,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,64,1.2,0.364,0.034,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,0.1,0.197,0.03,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,0.2,0.538,0.044,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,0.3,0.705,0.021,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,0.4,0.767,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,0.5,0.772,0.021,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,0.6,0.821,0.026,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,0.7,0.833,0.006,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,0.8,0.831,0.024,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,0.9,0.844,0.026,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,1.0,0.838,0.021,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,1.1,0.749,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,128,1.2,0.39,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,0.1,0.21,0.015,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,0.2,0.546,0.03,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,0.3,0.692,0.015,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,0.4,0.759,0.021,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,0.5,0.8,0.015,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,0.6,0.813,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,0.7,0.838,0.012,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,0.8,0.841,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,0.9,0.856,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,1.0,0.854,0.008,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,1.1,0.759,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L4,65,256,1.2,0.377,0.015,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,0.1,0.067,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,0.2,0.125,0.02,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,0.3,0.15,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,0.4,0.205,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,0.5,0.223,0.013,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,0.6,0.235,0.028,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,0.7,0.218,0.025,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,0.8,0.234,0.021,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,0.9,0.225,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,1.0,0.217,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,1.1,0.185,0.035,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,1,1.2,0.125,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,0.1,0.067,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,0.2,0.125,0.02,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,0.3,0.15,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,0.4,0.205,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,0.5,0.223,0.013,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,0.6,0.235,0.028,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,0.7,0.218,0.025,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,0.8,0.234,0.021,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,0.9,0.225,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,1.0,0.217,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,1.1,0.185,0.035,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,2,1.2,0.125,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,0.1,0.042,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,0.2,0.104,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,0.3,0.168,0.023,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,0.4,0.216,0.038,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,0.5,0.225,0.026,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,0.6,0.275,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,0.7,0.232,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,0.8,0.265,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,0.9,0.27,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,1.0,0.267,0.02,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,1.1,0.212,0.023,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,4,1.2,0.138,0.02,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,0.1,0.027,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,0.2,0.086,0.014,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,0.3,0.159,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,0.4,0.219,0.03,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,0.5,0.241,0.047,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,0.6,0.285,0.013,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,0.7,0.277,0.033,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,0.8,0.296,0.027,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,0.9,0.321,0.014,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,1.0,0.332,0.018,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,1.1,0.261,0.026,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,8,1.2,0.147,0.01,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,0.1,0.024,0.009,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,0.2,0.078,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,0.3,0.165,0.013,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,0.4,0.229,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,0.5,0.258,0.022,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,0.6,0.303,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,0.7,0.302,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,0.8,0.331,0.025,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,0.9,0.347,0.013,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,1.0,0.356,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,1.1,0.27,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,16,1.2,0.151,0.025,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,0.1,0.023,0.007,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,0.2,0.085,0.015,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,0.3,0.152,0.009,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,0.4,0.218,0.02,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,0.5,0.265,0.01,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,0.6,0.304,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,0.7,0.316,0.014,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,0.8,0.337,0.012,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,0.9,0.364,0.017,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,1.0,0.366,0.013,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,1.1,0.279,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,32,1.2,0.156,0.026,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,0.1,0.023,0.008,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,0.2,0.085,0.012,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,0.3,0.151,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,0.4,0.22,0.015,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,0.5,0.282,0.021,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,0.6,0.31,0.019,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,0.7,0.327,0.012,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,0.8,0.353,0.013,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,0.9,0.384,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,1.0,0.374,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,1.1,0.278,0.013,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,64,1.2,0.15,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,0.1,0.024,0.008,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,0.2,0.085,0.008,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,0.3,0.151,0.008,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,0.4,0.209,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,0.5,0.275,0.011,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,0.6,0.319,0.009,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,0.7,0.328,0.008,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,0.8,0.36,0.012,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,0.9,0.388,0.013,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,1.0,0.377,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,1.1,0.281,0.009,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,128,1.2,0.149,0.009,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,0.1,0.017,0.004,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,0.2,0.084,0.008,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,0.3,0.15,0.01,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,0.4,0.206,0.015,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,0.5,0.268,0.01,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,0.6,0.32,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,0.7,0.332,0.012,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,0.8,0.366,0.016,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,0.9,0.394,0.008,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,1.0,0.378,0.021,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,1.1,0.289,0.013,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,L5,182,256,1.2,0.151,0.009,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,overall,1258,1,0.1,0.7815930047694754,0.01947059664071212,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,overall,1258,1,0.2,0.7797710651828299,0.022751788482958675,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,overall,1258,1,0.3,0.7802337042925278,0.016708289309127964,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,overall,1258,1,0.4,0.7778688394276628,0.019064737840705212,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,overall,1258,1,0.5,0.7728696343402226,0.018206290078161855,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,overall,1258,1,0.6,0.7733934817170112,0.03063315690663913,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,overall,1258,1,0.7,0.7625620031796503,0.02256881368949975,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,overall,1258,1,0.8,0.7442655007949126,0.025094938968728282,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,overall,1258,1,0.9,0.7370969793322735,0.018977959771132456,markdown,gsm8kfull
Llama-3.2-3B,gsm8kfull,overall,1258,1,1.0,0.7143664546899842,0.026187640745625396,markdown,gsm8kfull
